"FECHA","Calle","Carrera","Descripcion","Mov","Origen","Destino","Periodo","Peaton","Particular","Taxi","Motociclista","Bus","Camion","Minivan","Ciclista","Tractomula"
13022020,"CL127","AK9AK11","sentido unico",3,"Occidente",,"06:40:00",2,102,18,43,11,2,11,18,0
13022020,"CL127","AK9AK11","sentido unico",3,"Occidente",,"06:45:00",0,122,28,45,6,1,13,14,0
13022020,"CL127","AK9AK11","sentido unico",3,"Occidente",,"06:50:00",1,126,29,35,10,4,13,12,0
13022020,"CL127","AK9AK11","sentido unico",3,"Occidente",,"06:55:00",2,130,22,67,12,5,13,20,0
13022020,"CL127","AK9AK11","sentido unico",3,"Occidente",,"07:00:00",0,124,29,34,6,2,11,15,0
13022020,"CL127","AK9AK11","sentido unico",3,"Occidente",,"07:05:00",1,116,26,43,9,1,3,3,0
13022020,"CL127","AK9AK11","sentido unico",3,"Occidente",,"07:10:00",0,112,24,23,11,1,7,10,0
13022020,"CL127","AK9AK11","sentido unico",3,"Occidente",,"07:15:00",1,116,21,55,8,5,6,6,0
13022020,"CL127","AK9AK11","sentido unico",3,"Occidente",,"07:20:00",0,105,21,39,12,3,1,7,0
13022020,"CL127","AK9AK11","sentido unico",3,"Occidente",,"07:25:00",0,103,26,41,9,5,9,6,0
13022020,"CL127","AK9AK11","sentido unico",3,"Occidente",,"07:30:00",1,99,17,38,14,3,1,7,1
13022020,"CL127","AK9AK11","sentido unico",3,"Occidente",,"07:35:00",0,97,26,48,8,8,6,11,0
13022020,"CL127","AK9AK11","sentido unico",3,"Occidente",,"07:40:00",0,97,30,32,7,2,8,9,0
13022020,"CL127","AK9AK11","sentido unico",3,"Occidente",,"07:45:00",0,93,37,55,11,4,4,7,0
13022020,"CL127","AK9AK11","sentido unico",3,"Occidente",,"07:50:00",1,99,32,50,10,2,8,12,0
13022020,"CL127","AK9AK11","sentido unico",3,"Occidente",,"07:55:00",1,137,29,51,6,1,1,10,0
13022020,"CL127","AK9AK11","sentido unico",3,"Occidente",,"08:00:00",0,121,26,49,13,3,3,6,0
13022020,"CL127","AK9AK11","sentido unico",3,"Occidente",,"08:05:00",0,107,29,59,4,1,7,2,0
13022020,"CL127","AK9AK11","sentido unico",3,"Occidente",,"08:10:00",0,116,33,28,6,2,7,7,1
13022020,"CL127","AK9AK11","sentido unico",3,"Occidente",,"08:15:00",0,88,34,37,9,2,8,4,0
13022020,"CL127","AK9AK11","sentido unico",3,"Occidente",,"08:20:00",0,106,35,38,8,8,7,6,0
13022020,"CL127","AK9AK11","sentido unico",3,"Occidente",,"08:25:00",0,129,35,47,7,6,10,5,1
13022020,"CL127","AK9AK11","sentido unico",3,"Occidente",,"08:30:00",2,123,28,26,12,3,4,6,0
13022020,"CL127","AK9AK11","sentido unico",3,"Occidente",,"08:35:00",1,116,48,30,11,6,2,14,0
13022020,"CL127","AK9AK11","sentido unico",3,"Occidente",,"08:40:00",1,128,34,22,5,6,6,6,0
13022020,"CL127","AK9AK11","sentido unico",3,"Occidente",,"08:45:00",1,140,34,38,8,3,2,5,0
13022020,"CL127","AK9AK11","sentido unico",3,"Occidente",,"08:50:00",0,150,41,28,11,5,7,4,0
13022020,"CL127","AK9AK11","sentido unico",3,"Occidente",,"08:55:00",0,103,34,45,7,3,5,2,0
13022020,"CL127","AK9AK11","sentido unico",3,"Occidente",,"09:00:00",1,111,26,33,12,7,5,1,0
13022020,"CL127","AK9AK11","sentido unico",3,"Occidente",,"09:05:00",0,82,37,32,10,6,2,3,1
13022020,"CL127","AK9AK11","sentido unico",3,"Occidente",,"09:10:00",0,112,31,33,9,10,6,1,0
13022020,"CL127","AK9AK11","sentido unico",3,"Occidente",,"09:15:00",1,119,46,24,7,5,5,0,0
13022020,"CL127","AK9AK11","sentido unico",3,"Occidente",,"09:20:00",0,96,36,36,6,3,3,2,0
13022020,"CL127","AK9AK11","sentido unico",3,"Occidente",,"09:25:00",0,112,27,25,5,7,4,3,0
13022020,"CL127","AK9AK11","sentido unico",3,"Occidente",,"09:30:00",0,107,25,20,11,5,4,4,0
13022020,"CL127","AK9AK11","sentido unico",3,"Occidente",,"09:35:00",0,104,38,26,9,2,7,4,0
13022020,"CL127","AK9AK11","sentido unico",3,"Occidente",,"09:40:00",0,98,36,30,7,7,5,3,1
13022020,"CL127","AK9AK11","sentido unico",3,"Occidente",,"09:45:00",1,128,33,34,4,3,4,6,0
13022020,"CL127","AK9AK11","sentido unico",3,"Occidente",,"09:50:00",0,127,42,36,5,3,7,4,0
13022020,"CL127","AK9AK11","sentido unico",3,"Occidente",,"09:55:00",1,123,35,24,7,5,8,5,1
13022020,"CL127","AK9AK11","sentido unico",3,"Occidente",,"15:00:00",1,133,27,22,6,5,8,1,0
13022020,"CL127","AK9AK11","sentido unico",3,"Occidente",,"15:05:00",0,108,37,27,3,4,5,2,0
13022020,"CL127","AK9AK11","sentido unico",3,"Occidente",,"15:10:00",1,93,31,21,9,3,6,6,0
13022020,"CL127","AK9AK11","sentido unico",3,"Occidente",,"15:15:00",0,118,32,30,4,3,12,2,0
13022020,"CL127","AK9AK11","sentido unico",3,"Occidente",,"15:20:00",0,114,45,32,7,5,6,2,0
13022020,"CL127","AK9AK11","sentido unico",3,"Occidente",,"15:25:00",0,90,46,30,5,6,2,2,1
13022020,"CL127","AK9AK11","sentido unico",3,"Occidente",,"15:30:00",0,96,46,22,10,3,3,0,0
13022020,"CL127","AK9AK11","sentido unico",3,"Occidente",,"15:35:00",1,95,47,36,8,4,7,2,2
13022020,"CL127","AK9AK11","sentido unico",3,"Occidente",,"15:40:00",0,98,29,33,9,4,6,3,1
13022020,"CL127","AK9AK11","sentido unico",3,"Occidente",,"15:45:00",0,107,43,29,8,5,5,2,2
13022020,"CL127","AK9AK11","sentido unico",3,"Occidente",,"15:50:00",1,94,27,27,9,1,8,5,0
13022020,"CL127","AK9AK11","sentido unico",3,"Occidente",,"15:55:00",0,92,39,31,7,1,6,2,0
13022020,"CL127","AK9AK11","sentido unico",3,"Occidente",,"16:00:00",0,103,23,24,11,4,9,0,1
13022020,"CL127","AK9AK11","sentido unico",3,"Occidente",,"16:05:00",1,87,37,35,11,4,12,5,1
13022020,"CL127","AK9AK11","sentido unico",3,"Occidente",,"16:10:00",0,118,52,35,9,3,11,3,1
13022020,"CL127","AK9AK11","sentido unico",3,"Occidente",,"16:15:00",0,104,43,31,13,4,7,2,1
13022020,"CL127","AK9AK11","sentido unico",3,"Occidente",,"16:20:00",0,113,37,39,6,7,6,2,0
13022020,"CL127","AK9AK11","sentido unico",3,"Occidente",,"16:25:00",0,93,39,42,9,1,6,4,0
13022020,"CL127","AK9AK11","sentido unico",3,"Occidente",,"16:30:00",0,108,35,30,7,2,6,2,0
13022020,"CL127","AK9AK11","sentido unico",3,"Occidente",,"16:35:00",2,95,27,29,8,4,14,3,0
13022020,"CL127","AK9AK11","sentido unico",3,"Occidente",,"16:40:00",1,104,38,27,13,3,7,4,2
13022020,"CL127","AK9AK11","sentido unico",3,"Occidente",,"16:45:00",0,121,42,26,6,3,2,1,0
13022020,"CL127","AK9AK11","sentido unico",3,"Occidente",,"16:50:00",0,100,22,29,6,2,3,1,1
13022020,"CL127","AK9AK11","sentido unico",3,"Occidente",,"16:55:00",1,74,39,20,7,1,9,1,0
13022020,"CL127","AK9AK11","sentido unico",3,"Occidente",,"17:00:00",1,103,28,30,10,3,7,3,1
13022020,"CL127","AK9AK11","sentido unico",3,"Occidente",,"17:05:00",1,104,35,31,6,0,6,2,0
13022020,"CL127","AK9AK11","sentido unico",3,"Occidente",,"17:10:00",1,110,28,36,9,3,1,2,0
13022020,"CL127","AK9AK11","sentido unico",3,"Occidente",,"17:15:00",1,104,26,40,10,1,5,1,0
13022020,"CL127","AK9AK11","sentido unico",3,"Occidente",,"17:20:00",1,105,36,42,8,3,1,4,0
13022020,"CL127","AK9AK11","sentido unico",3,"Occidente",,"17:25:00",0,140,36,40,11,3,3,6,0
13022020,"CL127","AK9AK11","sentido unico",3,"Occidente",,"17:30:00",0,136,23,31,9,3,5,1,0
13022020,"CL127","AK9AK11","sentido unico",3,"Occidente",,"17:35:00",0,121,38,33,6,3,7,3,0
13022020,"CL127","AK9AK11","sentido unico",3,"Occidente",,"17:40:00",0,124,29,30,5,3,2,2,0
13022020,"CL127","AK9AK11","sentido unico",3,"Occidente",,"17:45:00",0,108,27,41,4,3,7,3,0
13022020,"CL127","AK9AK11","sentido unico",3,"Occidente",,"17:50:00",1,90,28,41,9,1,4,2,0
13022020,"CL127","AK9AK11","sentido unico",3,"Occidente",,"17:55:00",0,99,34,35,9,2,4,4,0
13022020,"CL127","AK9AK11","sentido unico",3,"Occidente",,"18:00:00",2,112,31,24,9,4,6,0,0
13022020,"CL127","AK9AK11","sentido unico",3,"Occidente",,"18:05:00",2,110,30,30,5,0,4,2,0
13022020,"CL127","AK9AK11","sentido unico",3,"Occidente",,"18:10:00",0,128,27,24,3,0,3,0,0
13022020,"CL127","AK9AK11","sentido unico",3,"Occidente",,"18:15:00",0,118,23,12,6,0,1,1,0
13022020,"CL127","AK9AK11","sentido unico",3,"Occidente",,"18:20:00",0,114,28,7,7,1,1,1,0
13022020,"CL127","AK9AK11","sentido unico",3,"Occidente",,"18:25:00",0,83,1,2,4,0,3,0,0
13022020,"CL127","AK9AK11","sentido unico",3,"Occidente",,"18:30:00",0,39,0,0,3,0,0,0,0
13022020,"CL127","AK9AK11","sentido unico",3,"Occidente",,"18:35:00",0,36,0,0,2,1,1,0,0
13022020,"CL127","AK9AK11","sentido unico",3,"Occidente",,"18:40:00",0,38,0,0,3,1,0,0,0
13022020,"CL127","AK9AK11","sentido unico",3,"Occidente",,"18:45:00",0,43,0,0,4,0,2,0,0
13022020,"CL127","AK9AK11","sentido unico",3,"Occidente",,"18:50:00",1,41,0,0,3,0,0,0,0
13022020,"CL127","AK9AK11","sentido unico",3,"Occidente",,"18:55:00",0,33,0,0,4,0,1,0,0
13022020,"CL127","AK9AK11","sentido unico",3,"Occidente",,"19:00:00",0,40,0,1,3,1,0,0,0
13022020,"CL127","AK9AK11","sentido unico",3,"Occidente",,"19:05:00",0,40,0,0,2,0,0,0,0
13022020,"CL127","AK9AK11","sentido unico",3,"Occidente",,"19:10:00",0,28,0,1,2,0,1,0,0
13022020,"CL127","AK9AK11","sentido unico",3,"Occidente",,"19:15:00",0,43,0,0,1,0,0,0,0
13022020,"CL127","AK9AK11","sentido unico",3,"Occidente",,"19:20:00",0,31,0,0,6,1,1,0,0
13022020,"CL127","AK9AK11","sentido unico",3,"Occidente",,"19:25:00",0,22,0,1,1,0,0,0,0
13022020,"CL127","AK9AK11","sentido unico",3,"Occidente",,"19:30:00",0,25,0,1,1,1,0,0,0
13022020,"CL127","AK9AK11","sentido unico",3,"Occidente",,"19:35:00",0,34,0,0,1,1,0,0,0
13022020,"CL127","AK9AK11","sentido unico",3,"Occidente",,"19:40:00",0,37,0,1,3,1,1,0,0
13022020,"CL127","AK9AK11","sentido unico",3,"Occidente",,"19:45:00",0,34,0,0,0,0,0,0,0
13022020,"CL127","AK9AK11","sentido unico",3,"Occidente",,"19:50:00",0,34,0,0,2,0,1,0,0
13022020,"CL127","AK9AK11","sentido unico",3,"Occidente",,"19:55:00",0,34,0,0,1,0,0,0,0
13022020,"CL127","AK9AK11","sentido unico",3,"Occidente",,"20:00:00",0,37,0,0,2,0,0,0,0
13022020,"CL127","AK9AK11","otro",93,"Occidente","Sur","05:00:00",0,0,0,0,0,0,0,0,0
13022020,"CL127","AK9AK11","otro",93,"Occidente","Sur","05:05:00",0,0,0,0,0,0,0,0,0
13022020,"CL127","AK9AK11","otro",93,"Occidente","Sur","05:10:00",0,0,0,0,0,0,0,0,0
13022020,"CL127","AK9AK11","otro",93,"Occidente","Sur","05:15:00",0,0,0,0,0,0,0,0,0
13022020,"CL127","AK9AK11","otro",93,"Occidente","Sur","05:20:00",0,1,0,0,0,0,0,0,0
13022020,"CL127","AK9AK11","otro",93,"Occidente","Sur","05:25:00",0,0,0,0,0,0,0,0,0
13022020,"CL127","AK9AK11","otro",93,"Occidente","Sur","05:30:00",0,0,0,0,0,0,0,0,0
13022020,"CL127","AK9AK11","otro",93,"Occidente","Sur","05:35:00",0,0,0,0,0,0,0,0,0
13022020,"CL127","AK9AK11","otro",93,"Occidente","Sur","05:40:00",0,0,0,0,0,0,0,0,0
13022020,"CL127","AK9AK11","otro",93,"Occidente","Sur","05:45:00",0,1,0,0,0,0,0,0,0
13022020,"CL127","AK9AK11","otro",93,"Occidente","Sur","05:50:00",0,1,0,0,0,0,0,0,0
13022020,"CL127","AK9AK11","otro",93,"Occidente","Sur","05:55:00",0,8,2,0,1,0,1,0,0
13022020,"CL127","AK9AK11","otro",93,"Occidente","Sur","06:00:00",1,9,2,0,0,0,9,0,0
13022020,"CL127","AK9AK11","otro",93,"Occidente","Sur","06:05:00",0,7,2,1,0,0,2,0,0
13022020,"CL127","AK9AK11","otro",93,"Occidente","Sur","06:10:00",0,7,0,0,0,2,1,0,0
13022020,"CL127","AK9AK11","otro",93,"Occidente","Sur","06:15:00",1,8,2,0,0,0,1,0,0
13022020,"CL127","AK9AK11","otro",93,"Occidente","Sur","06:20:00",0,10,2,0,0,0,0,0,0
13022020,"CL127","AK9AK11","otro",93,"Occidente","Sur","06:25:00",2,7,2,0,0,0,4,0,0
13022020,"CL127","AK9AK11","otro",93,"Occidente","Sur","06:30:00",3,11,2,4,0,0,1,0,0
13022020,"CL127","AK9AK11","otro",93,"Occidente","Sur","06:35:00",0,11,4,0,0,0,3,0,0
13022020,"CL127","AK9AK11","otro",93,"Occidente","Sur","06:40:00",1,16,5,1,0,1,1,0,0
13022020,"CL127","AK9AK11","otro",93,"Occidente","Sur","06:45:00",1,11,6,2,1,0,2,0,0
13022020,"CL127","AK9AK11","otro",93,"Occidente","Sur","06:50:00",1,19,1,5,0,0,0,0,0
13022020,"CL127","AK9AK11","otro",93,"Occidente","Sur","06:55:00",2,17,2,3,0,0,2,1,0
13022020,"CL127","AK9AK11","otro",93,"Occidente","Sur","07:00:00",1,15,4,1,0,0,1,1,0
13022020,"CL127","AK9AK11","otro",93,"Occidente","Sur","07:05:00",1,8,5,2,2,0,2,0,0
13022020,"CL127","AK9AK11","otro",93,"Occidente","Sur","07:10:00",0,19,6,0,0,0,0,0,0
13022020,"CL127","AK9AK11","otro",93,"Occidente","Sur","07:15:00",0,21,5,0,0,0,0,0,0
13022020,"CL127","AK9AK11","otro",93,"Occidente","Sur","07:20:00",0,27,3,0,0,0,3,1,0
13022020,"CL127","AK9AK11","otro",93,"Occidente","Sur","07:25:00",3,31,5,0,0,0,0,0,0
13022020,"CL127","AK9AK11","otro",93,"Occidente","Sur","07:30:00",1,16,3,0,0,0,0,1,0
13022020,"CL127","AK9AK11","otro",93,"Occidente","Sur","07:35:00",3,25,1,1,0,1,0,0,0
13022020,"CL127","AK9AK11","otro",93,"Occidente","Sur","07:40:00",1,23,9,0,0,0,0,1,0
13022020,"CL127","AK9AK11","otro",93,"Occidente","Sur","07:45:00",4,19,6,2,0,0,0,1,0
13022020,"CL127","AK9AK11","otro",93,"Occidente","Sur","07:50:00",1,15,5,3,0,0,0,0,0
13022020,"CL127","AK9AK11","otro",93,"Occidente","Sur","07:55:00",0,21,6,1,0,0,0,1,0
13022020,"CL127","AK9AK11","otro",93,"Occidente","Sur","08:00:00",2,23,3,0,0,0,1,0,0
13022020,"CL127","AK9AK11","otro",93,"Occidente","Sur","08:05:00",3,15,6,0,0,1,1,0,0
13022020,"CL127","AK9AK11","otro",93,"Occidente","Sur","08:10:00",2,17,2,0,0,0,0,1,0
13022020,"CL127","AK9AK11","otro",93,"Occidente","Sur","08:15:00",3,21,3,1,0,2,2,0,0
13022020,"CL127","AK9AK11","otro",93,"Occidente","Sur","08:20:00",2,30,9,2,0,0,0,0,0
13022020,"CL127","AK9AK11","otro",93,"Occidente","Sur","08:25:00",6,26,7,5,0,0,0,1,0
13022020,"CL127","AK9AK11","otro",93,"Occidente","Sur","08:30:00",1,27,7,2,0,0,0,0,0
13022020,"CL127","AK9AK11","otro",93,"Occidente","Sur","08:35:00",1,24,5,4,0,0,0,0,0
13022020,"CL127","AK9AK11","otro",93,"Occidente","Sur","08:40:00",1,26,5,2,0,0,0,0,0
13022020,"CL127","AK9AK11","otro",93,"Occidente","Sur","08:45:00",4,25,3,0,0,1,0,0,0
13022020,"CL127","AK9AK11","otro",93,"Occidente","Sur","08:50:00",0,25,5,0,0,0,0,0,0
13022020,"CL127","AK9AK11","otro",93,"Occidente","Sur","08:55:00",4,27,6,0,0,0,0,2,0
13022020,"CL127","AK9AK11","otro",93,"Occidente","Sur","09:00:00",0,32,6,2,0,0,0,0,0
13022020,"CL127","AK9AK11","otro",93,"Occidente","Sur","09:05:00",2,46,3,0,0,1,1,0,0
13022020,"CL127","AK9AK11","otro",93,"Occidente","Sur","09:10:00",1,18,2,1,0,1,0,0,0
13022020,"CL127","AK9AK11","otro",93,"Occidente","Sur","09:15:00",3,20,6,3,0,0,0,1,0
13022020,"CL127","AK9AK11","otro",93,"Occidente","Sur","09:20:00",0,14,1,1,0,0,0,0,0
13022020,"CL127","AK9AK11","otro",93,"Occidente","Sur","09:25:00",3,17,5,0,0,1,0,0,0
13022020,"CL127","AK9AK11","otro",93,"Occidente","Sur","09:30:00",2,15,2,2,0,1,0,0,0
13022020,"CL127","AK9AK11","otro",93,"Occidente","Sur","09:35:00",2,22,5,2,0,0,0,0,0
13022020,"CL127","AK9AK11","otro",93,"Occidente","Sur","09:40:00",0,25,5,1,0,0,0,1,0
13022020,"CL127","AK9AK11","otro",93,"Occidente","Sur","09:45:00",0,23,8,2,0,0,0,1,0
13022020,"CL127","AK9AK11","otro",93,"Occidente","Sur","09:50:00",0,16,10,0,0,0,3,1,0
13022020,"CL127","AK9AK11","otro",93,"Occidente","Sur","09:55:00",0,17,5,1,0,0,1,0,0
13022020,"CL127","AK9AK11","otro",93,"Occidente","Sur","15:00:00",1,14,1,0,0,1,2,0,0
13022020,"CL127","AK9AK11","otro",93,"Occidente","Sur","15:05:00",0,8,1,0,0,0,0,0,0
13022020,"CL127","AK9AK11","otro",93,"Occidente","Sur","15:10:00",1,10,3,0,0,1,3,0,0
13022020,"CL127","AK9AK11","otro",93,"Occidente","Sur","15:15:00",3,13,6,0,0,1,8,0,0
13022020,"CL127","AK9AK11","otro",93,"Occidente","Sur","15:20:00",0,9,1,0,0,1,4,0,0
13022020,"CL127","AK9AK11","otro",93,"Occidente","Sur","15:25:00",4,18,3,1,0,0,3,0,0
13022020,"CL127","AK9AK11","otro",93,"Occidente","Sur","15:30:00",2,11,6,1,0,1,3,0,0
13022020,"CL127","AK9AK11","otro",93,"Occidente","Sur","15:35:00",0,8,6,0,1,0,1,0,0
13022020,"CL127","AK9AK11","otro",93,"Occidente","Sur","15:40:00",0,21,4,1,0,0,2,0,0
13022020,"CL127","AK9AK11","otro",93,"Occidente","Sur","15:45:00",2,16,7,2,0,0,1,1,0
13022020,"CL127","AK9AK11","otro",93,"Occidente","Sur","15:50:00",1,18,2,4,0,1,2,0,0
13022020,"CL127","AK9AK11","otro",93,"Occidente","Sur","15:55:00",5,15,3,2,1,0,3,1,0
13022020,"CL127","AK9AK11","otro",93,"Occidente","Sur","16:00:00",3,9,2,4,0,0,1,1,0
13022020,"CL127","AK9AK11","otro",93,"Occidente","Sur","16:05:00",2,18,7,5,0,0,1,0,0
13022020,"CL127","AK9AK11","otro",93,"Occidente","Sur","16:10:00",2,19,7,4,1,0,1,0,0
13022020,"CL127","AK9AK11","otro",93,"Occidente","Sur","16:15:00",2,14,2,2,0,0,2,0,0
13022020,"CL127","AK9AK11","otro",93,"Occidente","Sur","16:20:00",0,7,4,5,1,0,2,0,0
13022020,"CL127","AK9AK11","otro",93,"Occidente","Sur","16:25:00",1,15,3,3,0,0,1,2,0
13022020,"CL127","AK9AK11","otro",93,"Occidente","Sur","16:30:00",3,22,7,3,0,0,1,0,0
13022020,"CL127","AK9AK11","otro",93,"Occidente","Sur","16:35:00",1,31,8,3,0,0,4,0,1
13022020,"CL127","AK9AK11","otro",93,"Occidente","Sur","16:40:00",3,18,7,1,0,0,6,1,0
13022020,"CL127","AK9AK11","otro",93,"Occidente","Sur","16:45:00",0,37,4,1,0,0,4,0,0
13022020,"CL127","AK9AK11","otro",93,"Occidente","Sur","16:50:00",1,28,5,4,0,0,0,1,0
13022020,"CL127","AK9AK11","otro",93,"Occidente","Sur","16:55:00",0,19,3,1,0,0,2,0,0
13022020,"CL127","AK9AK11","otro",93,"Occidente","Sur","17:00:00",0,28,3,3,0,0,2,0,0
13022020,"CL127","AK9AK11","otro",93,"Occidente","Sur","17:05:00",1,16,3,1,0,0,0,0,0
13022020,"CL127","AK9AK11","otro",93,"Occidente","Sur","17:10:00",0,20,6,2,0,0,1,1,0
13022020,"CL127","AK9AK11","otro",93,"Occidente","Sur","17:15:00",0,22,3,1,0,0,0,0,0
13022020,"CL127","AK9AK11","otro",93,"Occidente","Sur","17:20:00",3,23,0,2,0,0,4,1,0
13022020,"CL127","AK9AK11","otro",93,"Occidente","Sur","17:25:00",2,19,7,1,0,0,0,0,0
13022020,"CL127","AK9AK11","otro",93,"Occidente","Sur","17:30:00",1,18,6,0,0,0,0,0,0
13022020,"CL127","AK9AK11","otro",93,"Occidente","Sur","17:35:00",0,19,3,2,0,0,1,2,0
13022020,"CL127","AK9AK11","otro",93,"Occidente","Sur","17:40:00",1,21,6,0,0,0,3,0,0
13022020,"CL127","AK9AK11","otro",93,"Occidente","Sur","17:45:00",0,25,3,1,0,0,1,0,0
13022020,"CL127","AK9AK11","otro",93,"Occidente","Sur","17:50:00",2,24,5,2,0,0,0,0,0
13022020,"CL127","AK9AK11","otro",93,"Occidente","Sur","17:55:00",3,23,3,0,0,0,1,0,0
13022020,"CL127","AK9AK11","otro",93,"Occidente","Sur","18:00:00",2,27,3,0,0,0,1,0,0
13022020,"CL127","AK9AK11","otro",93,"Occidente","Sur","18:05:00",0,24,5,0,0,0,0,0,0
13022020,"CL127","AK9AK11","otro",93,"Occidente","Sur","18:10:00",0,17,5,0,0,0,0,0,0
13022020,"CL127","AK9AK11","otro",93,"Occidente","Sur","18:15:00",0,4,1,0,0,0,0,0,0
13022020,"CL127","AK9AK11","otro",93,"Occidente","Sur","18:20:00",0,4,1,0,0,0,0,0,0
13022020,"CL127","AK9AK11","otro",93,"Occidente","Sur","18:25:00",0,0,0,0,0,0,0,0,0
13022020,"CL127","AK9AK11","otro",93,"Occidente","Sur","18:30:00",0,0,0,0,0,0,0,0,0
13022020,"CL127","AK9AK11","otro",93,"Occidente","Sur","18:35:00",0,0,0,0,0,0,0,0,0
13022020,"CL127","AK9AK11","otro",93,"Occidente","Sur","18:40:00",0,0,0,0,0,0,0,0,0
13022020,"CL127","AK9AK11","otro",93,"Occidente","Sur","18:45:00",0,0,0,0,0,0,0,0,0
13022020,"CL127","AK9AK11","otro",93,"Occidente","Sur","18:50:00",0,0,0,0,0,0,0,0,0
13022020,"CL127","AK9AK11","otro",93,"Occidente","Sur","18:55:00",0,0,0,0,0,0,0,0,0
13022020,"CL127","AK9AK11","otro",93,"Occidente","Sur","19:00:00",0,0,0,0,0,0,0,0,0
13022020,"CL127","AK9AK11","otro",93,"Occidente","Sur","19:05:00",0,0,0,0,0,0,0,0,0
13022020,"CL127","AK9AK11","otro",93,"Occidente","Sur","19:10:00",0,0,0,0,0,0,0,0,0
13022020,"CL127","AK9AK11","otro",93,"Occidente","Sur","19:15:00",0,0,0,0,0,0,0,0,0
13022020,"CL127","AK9AK11","otro",93,"Occidente","Sur","19:20:00",0,0,0,0,0,0,0,0,0
13022020,"CL127","AK9AK11","otro",93,"Occidente","Sur","19:25:00",0,0,0,0,0,0,0,0,0
13022020,"CL127","AK9AK11","otro",93,"Occidente","Sur","19:30:00",0,0,0,0,0,0,0,0,0
13022020,"CL127","AK9AK11","otro",93,"Occidente","Sur","19:35:00",0,1,0,0,0,0,0,0,0
13022020,"CL127","AK9AK11","otro",93,"Occidente","Sur","19:40:00",0,0,0,0,0,0,0,0,0
13022020,"CL127","AK9AK11","otro",93,"Occidente","Sur","19:45:00",0,0,0,0,0,0,0,0,0
13022020,"CL127","AK9AK11","otro",93,"Occidente","Sur","19:50:00",0,0,0,0,0,0,0,0,0
13022020,"CL127","AK9AK11","otro",93,"Occidente","Sur","19:55:00",0,1,0,0,0,0,0,0,0
13022020,"CL127","AK9AK11","otro",93,"Occidente","Sur","20:00:00",0,0,0,0,0,0,0,0,0
13022020,"CL127","AK9AK11","otro",92,"Sur","Oriente","05:00:00",0,0,0,0,0,0,0,0,0
13022020,"CL127","AK9AK11","otro",92,"Sur","Oriente","05:05:00",0,0,0,0,0,0,0,0,0
13022020,"CL127","AK9AK11","otro",92,"Sur","Oriente","05:10:00",0,0,0,0,0,0,0,0,0
13022020,"CL127","AK9AK11","otro",92,"Sur","Oriente","05:15:00",0,0,0,0,0,0,0,0,0
13022020,"CL127","AK9AK11","otro",92,"Sur","Oriente","05:20:00",0,0,0,0,0,0,0,0,0
13022020,"CL127","AK9AK11","otro",92,"Sur","Oriente","05:25:00",0,0,0,0,0,0,0,0,0
13022020,"CL127","AK9AK11","otro",92,"Sur","Oriente","05:30:00",0,0,0,0,0,0,0,0,0
