"FECHA","Calle","Carrera","Descripcion","Mov","Origen","Destino","Periodo","Peaton","Particular","Taxi","Motociclista","Bus","Camion","Minivan","Ciclista","Tractomula"
13022020,"CL127","AK9AK11","sentido unico",3,"Occidente",,"05:00:00",0,12,0,0,0,0,0,0,0
13022020,"CL127","AK9AK11","sentido unico",3,"Occidente",,"05:05:00",0,15,0,0,0,0,1,0,0
13022020,"CL127","AK9AK11","sentido unico",3,"Occidente",,"05:10:00",0,13,0,0,2,0,2,0,0
13022020,"CL127","AK9AK11","sentido unico",3,"Occidente",,"05:15:00",0,12,0,0,2,0,1,0,0
13022020,"CL127","AK9AK11","sentido unico",3,"Occidente",,"05:20:00",0,17,0,0,1,1,1,0,0
13022020,"CL127","AK9AK11","sentido unico",3,"Occidente",,"05:25:00",0,14,0,0,3,0,3,0,0
13022020,"CL127","AK9AK11","sentido unico",3,"Occidente",,"05:30:00",0,21,0,0,2,0,0,0,0
13022020,"CL127","AK9AK11","sentido unico",3,"Occidente",,"05:35:00",0,18,0,0,5,0,2,0,0
13022020,"CL127","AK9AK11","sentido unico",3,"Occidente",,"05:40:00",0,19,0,0,2,1,0,0,0
13022020,"CL127","AK9AK11","sentido unico",3,"Occidente",,"05:45:00",0,32,0,0,3,0,3,0,0
13022020,"CL127","AK9AK11","sentido unico",3,"Occidente",,"05:50:00",0,54,0,0,5,2,2,0,0
13022020,"CL127","AK9AK11","sentido unico",3,"Occidente",,"05:55:00",1,74,4,4,10,1,6,1,0
13022020,"CL127","AK9AK11","sentido unico",3,"Occidente",,"06:00:00",0,74,13,14,10,1,8,3,0
13022020,"CL127","AK9AK11","sentido unico",3,"Occidente",,"06:05:00",1,88,12,22,11,2,7,5,0
13022020,"CL127","AK9AK11","sentido unico",3,"Occidente",,"06:10:00",0,79,15,16,12,2,7,5,0
13022020,"CL127","AK9AK11","sentido unico",3,"Occidente",,"06:15:00",1,80,25,24,11,1,5,6,0
13022020,"CL127","AK9AK11","sentido unico",3,"Occidente",,"06:20:00",0,74,24,18,12,1,14,9,0
13022020,"CL127","AK9AK11","sentido unico",3,"Occidente",,"06:25:00",0,86,15,30,12,0,10,11,0
13022020,"CL127","AK9AK11","sentido unico",3,"Occidente",,"06:30:00",0,82,25,21,9,2,13,8,0
13022020,"CL127","AK9AK11","sentido unico",3,"Occidente",,"06:35:00",1,86,19,39,14,2,16,19,0
