13022020,AC116,AK9,sentido unico,Norte,,05:00:00,0,17,0,2,3,0,1,0,0,
13022020,AC116,AK9,sentido unico,Norte,,05:05:00,0,27,0,1,1,0,2,0,0,
13022020,AC116,AK9,sentido unico,Norte,,05:10:00,0,33,0,0,0,2,0,0,0,
13022020,AC116,AK9,sentido unico,Norte,,05:15:00,0,26,0,1,2,0,2,0,0,
13022020,AC116,AK9,sentido unico,Norte,,05:20:00,0,48,0,5,2,1,1,0,0,
13022020,AC116,AK9,sentido unico,Norte,,05:25:00,0,51,0,2,1,0,0,1,0,
13022020,AC116,AK9,sentido unico,Norte,,05:30:00,0,60,0,1,3,0,0,0,0,
13022020,AC116,AK9,sentido unico,Norte,,05:35:00,0,57,0,1,3,0,0,0,0,
13022020,AC116,AK9,sentido unico,Norte,,05:40:00,0,61,0,0,2,0,2,0,0,
13022020,AC116,AK9,sentido unico,Norte,,05:45:00,0,55,0,0,1,1,1,0,0,
13022020,AC116,AK9,sentido unico,Norte,,05:50:00,0,85,0,2,1,0,1,0,0,
13022020,AC116,AK9,sentido unico,Norte,,05:55:00,0,89,0,1,1,0,0,0,0,
13022020,AC116,AK9,sentido unico,Norte,,06:00:00,0,151,20,6,0,2,2,3,0,
13022020,AC116,AK9,sentido unico,Norte,,06:05:00,2,203,23,30,4,0,4,6,0,
13022020,AC116,AK9,sentido unico,Norte,,06:10:00,0,215,39,28,2,2,3,9,1,
13022020,AC116,AK9,sentido unico,Norte,,06:15:00,1,243,23,31,5,0,6,13,0,
13022020,AC116,AK9,sentido unico,Norte,,06:20:00,0,278,26,51,2,0,6,16,0,
13022020,AC116,AK9,sentido unico,Norte,,06:25:00,0,261,30,50,3,1,2,17,0,
13022020,AC116,AK9,sentido unico,Norte,,06:30:00,2,198,22,49,2,2,8,12,0,
13022020,AC116,AK9,sentido unico,Norte,,06:35:00,2,188,23,48,5,3,2,4,1,
13022020,AC116,AK9,sentido unico,Norte,,06:40:00,2,180,22,30,2,2,5,5,0,
13022020,AC116,AK9,sentido unico,Norte,,06:45:00,0,160,29,29,1,1,8,6,0,
13022020,AC116,AK9,sentido unico,Norte,,06:50:00,1,176,19,21,2,2,5,6,0,
