"FECHA","Calle","Carrera","Descripcion","Mov","Origen","Destino","Periodo","Peaton","Particular","Taxi","Motociclista","Bus","Camion","Minivan","Ciclista","Tractomula"
13022020,"CL127","AK11","sentido unico",2,"Sur",,"05:00:00",0,10,0,1,0,0,0,0,0
13022020,"CL127","AK11","sentido unico",2,"Sur",,"05:05:00",0,14,0,0,0,0,1,0,0
13022020,"CL127","AK11","sentido unico",2,"Sur",,"05:10:00",0,5,0,1,0,0,2,0,0
13022020,"CL127","AK11","sentido unico",2,"Sur",,"05:15:00",0,13,0,0,0,0,1,0,0
13022020,"CL127","AK11","sentido unico",2,"Sur",,"05:20:00",1,15,0,0,0,0,1,0,0
13022020,"CL127","AK11","sentido unico",2,"Sur",,"05:25:00",3,14,0,4,0,2,3,0,0
13022020,"CL127","AK11","sentido unico",2,"Sur",,"05:30:00",0,24,0,0,1,0,0,0,0
13022020,"CL127","AK11","sentido unico",2,"Sur",,"05:35:00",0,16,0,0,0,0,5,0,0
13022020,"CL127","AK11","sentido unico",2,"Sur",,"05:40:00",0,23,0,0,0,0,0,2,0
13022020,"CL127","AK11","sentido unico",2,"Sur",,"05:45:00",0,19,0,0,0,0,0,1,0
13022020,"CL127","AK11","sentido unico",2,"Sur",,"05:50:00",0,34,0,0,0,0,1,0,0
13022020,"CL127","AK11","sentido unico",2,"Sur",,"05:55:00",0,40,0,0,0,0,3,0,0
13022020,"CL127","AK11","sentido unico",2,"Sur",,"06:00:00",2,57,26,4,2,0,10,0,0
13022020,"CL127","AK11","sentido unico",2,"Sur",,"06:05:00",2,63,23,6,2,1,3,2,0
13022020,"CL127","AK11","sentido unico",2,"Sur",,"06:10:00",3,54,29,14,1,0,5,3,0
13022020,"CL127","AK11","sentido unico",2,"Sur",,"06:15:00",0,91,28,31,5,1,10,8,0
13022020,"CL127","AK11","sentido unico",2,"Sur",,"06:20:00",1,77,24,41,3,1,7,7,0
13022020,"CL127","AK11","sentido unico",2,"Sur",,"06:25:00",2,83,27,45,7,2,7,7,0
13022020,"CL127","AK11","sentido unico",2,"Sur",,"06:30:00",2,89,45,46,8,0,11,8,0
13022020,"CL127","AK11","sentido unico",2,"Sur",,"06:35:00",0,81,41,55,2,1,7,14,0
13022020,"CL127","AK11","sentido unico",2,"Sur",,"06:40:00",2,109,45,64,5,3,7,10,0
13022020,"CL127","AK11","sentido unico",2,"Sur",,"06:45:00",5,120,41,56,2,1,8,9,0
13022020,"CL127","AK11","sentido unico",2,"Sur",,"06:50:00",3,144,52,63,5,0,6,9,1
13022020,"CL127","AK11","sentido unico",2,"Sur",,"06:55:00",2,136,48,50,7,1,14,9,0
13022020,"CL127","AK11","sentido unico",2,"Sur",,"07:00:00",0,145,56,52,2,0,2,4,0
13022020,"CL127","AK11","sentido unico",2,"Sur",,"07:05:00",1,128,50,56,4,0,15,6,0
13022020,"CL127","AK11","sentido unico",2,"Sur",,"07:10:00",0,116,42,63,7,2,4,7,0
13022020,"CL127","AK11","sentido unico",2,"Sur",,"07:15:00",3,109,53,45,3,2,5,3,0
13022020,"CL127","AK11","sentido unico",2,"Sur",,"07:20:00",10,70,46,21,2,0,3,6,0
13022020,"CL127","AK11","sentido unico",2,"Sur",,"07:25:00",2,65,37,22,2,0,10,1,0
13022020,"CL127","AK11","sentido unico",2,"Sur",,"07:30:00",7,60,44,25,1,0,1,3,0
13022020,"CL127","AK11","sentido unico",2,"Sur",,"07:35:00",3,73,60,33,3,0,9,4,0
13022020,"CL127","AK11","sentido unico",2,"Sur",,"07:40:00",10,71,49,35,0,0,1,5,0
13022020,"CL127","AK11","sentido unico",2,"Sur",,"07:45:00",10,83,55,36,0,0,5,8,0
13022020,"CL127","AK11","sentido unico",2,"Sur",,"07:50:00",8,84,55,37,0,1,8,6,0
13022020,"CL127","AK11","sentido unico",2,"Sur",,"07:55:00",5,91,48,49,1,1,7,6,0
13022020,"CL127","AK11","sentido unico",2,"Sur",,"08:00:00",5,104,39,43,0,1,7,5,0
13022020,"CL127","AK11","sentido unico",2,"Sur",,"08:05:00",8,97,51,52,0,0,6,6,0
13022020,"CL127","AK11","sentido unico",2,"Sur",,"08:10:00",3,108,70,45,1,0,8,6,0
13022020,"CL127","AK11","sentido unico",2,"Sur",,"08:15:00",7,99,56,39,1,1,6,4,0
13022020,"CL127","AK11","sentido unico",2,"Sur",,"08:20:00",6,115,62,49,2,0,9,3,0
13022020,"CL127","AK11","sentido unico",2,"Sur",,"08:25:00",1,102,63,46,1,1,9,3,0
13022020,"CL127","AK11","sentido unico",2,"Sur",,"08:30:00",3,110,46,43,3,0,5,9,0
13022020,"CL127","AK11","sentido unico",2,"Sur",,"08:35:00",0,126,57,42,1,4,7,6,0
13022020,"CL127","AK11","sentido unico",2,"Sur",,"08:40:00",1,121,43,36,0,2,4,9,0
13022020,"CL127","AK11","sentido unico",2,"Sur",,"08:45:00",5,104,50,45,1,2,3,7,0
13022020,"CL127","AK11","sentido unico",2,"Sur",,"08:50:00",0,120,49,48,0,0,6,2,0
13022020,"CL127","AK11","sentido unico",2,"Sur",,"08:55:00",3,101,41,40,1,2,8,5,0
