FECHA,Calle,Carrera,Movimiento ,Acceso,Salida,Periodo,Peaton,Particular,Taxi,Motociclista,Bus,Camion,Minivan,Ciclista,Tractomula,Scooter,Bicitaxi,
22022020,21B,71D,23,Oriente,Occidente,06:00:00,4,0,0,1,0,0,0,0,0,0,0
22022020,21B,71D,23,Oriente,Occidente,06:15:00,2,0,0,0,1,0,1,0,0,0,0
22022020,21B,71D,23,Oriente,Occidente,06:30:00,0,0,0,0,2,0,0,0,0,0,0
22022020,21B,71D,23,Oriente,Occidente,06:45:00,8,0,0,0,0,1,0,2,0,0,0
22022020,21B,71D,23,Oriente,Occidente,07:00:00,1,1,0,2,0,1,0,6,0,0,0
22022020,21B,71D,23,Oriente,Occidente,07:15:00,10,1,0,0,0,2,2,0,0,0,0
22022020,21B,71D,23,Oriente,Occidente,07:30:00,5,3,0,0,0,0,0,1,0,0,0
22022020,21B,71D,23,Oriente,Occidente,07:45:00,8,0,0,0,0,1,0,1,0,0,0
22022020,21B,71D,23,Oriente,Occidente,08:00:00,5,0,0,0,0,0,0,0,0,0,0
22022020,21B,71D,23,Oriente,Occidente,08:15:00,6,0,0,2,0,0,0,0,0,0,0
22022020,21B,71D,23,Oriente,Occidente,08:35:00,5,1,0,0,0,0,0,1,0,0,0
22022020,21B,71D,23,Oriente,Occidente,08:55:00,2,0,0,0,0,0,0,0,0,0,0
22022020,21B,71D,23,Oriente,Occidente,09:10:00,2,0,0,3,0,0,0,3,0,0,0
22022020,21B,71D,23,Oriente,Occidente,09:25:00,3,3,0,1,0,0,0,4,0,0,0
22022020,21B,71D,23,Oriente,Occidente,09:40:00,11,0,0,0,0,0,0,2,0,0,0
22022020,21B,71D,23,Oriente,Occidente,09:55:00,8,1,0,0,0,0,1,0,0,0,0
22022020,21B,71D,23,Oriente,Occidente,10:10:00,3,5,0,6,0,2,0,1,0,0,0
22022020,21B,71D,23,Oriente,Occidente,10:25:00,1,0,0,1,0,0,0,0,0,0,0
22022020,21B,71D,23,Oriente,Occidente,10:40:00,2,0,0,2,0,2,0,0,0,0,0
22022020,21B,71D,23,Oriente,Occidente,10:55:00,7,0,0,0,0,1,0,1,0,0,0
22022020,21B,71D,23,Oriente,Occidente,11:10:00,4,0,0,2,0,1,0,1,0,0,0
22022020,21B,71D,23,Oriente,Occidente,11:25:00,7,1,0,2,0,2,0,2,0,0,0
22022020,21B,71D,23,Oriente,Occidente,11:40:00,0,1,0,2,0,1,0,0,0,0,0
22022020,21B,71D,23,Oriente,Occidente,11:55:00,7,0,0,1,0,0,0,0,0,0,0
22022020,21B,71D,23,Oriente,Occidente,12:10:00,4,2,0,0,0,1,0,1,0,0,0
22022020,21B,71D,23,Oriente,Occidente,12:25:00,4,4,0,0,0,3,2,1,0,0,0
22022020,21B,71D,23,Oriente,Occidente,12:40:00,3,3,0,3,0,2,0,2,0,0,0
22022020,21B,71D,23,Oriente,Occidente,12:55:00,5,3,0,3,0,4,0,0,0,0,0
22022020,21B,71D,23,Oriente,Occidente,13:10:00,4,0,0,2,0,0,1,1,0,0,0
22022020,21B,71D,23,Oriente,Occidente,13:25:00,6,2,0,1,0,2,0,1,0,0,0
22022020,21B,71D,23,Oriente,Occidente,13:40:00,1,1,0,1,0,9,0,0,0,0,0
22022020,21B,71D,23,Oriente,Occidente,13:55:00,0,1,0,3,1,0,0,0,0,0,0
22022020,21B,71D,23,Oriente,Occidente,14:10:00,1,1,0,1,0,0,0,1,0,0,0
22022020,21B,71D,23,Oriente,Occidente,14:25:00,3,0,0,0,1,1,0,1,0,0,0
22022020,21B,71D,23,Oriente,Occidente,14:40:00,6,1,0,0,0,0,0,0,0,0,0
22022020,21B,71D,23,Oriente,Occidente,14:55:00,6,2,0,3,0,0,0,5,0,0,0
22022020,21B,71D,23,Oriente,Occidente,15:10:00,4,0,0,4,0,3,0,1,0,0,0
22022020,21B,71D,23,Oriente,Occidente,15:25:00,4,2,0,0,0,4,0,0,0,0,0
22022020,21B,71D,23,Oriente,Occidente,15:40:00,2,0,0,0,0,0,1,1,0,0,0
22022020,21B,71D,23,Oriente,Occidente,15:55:00,4,2,0,2,0,0,0,2,0,0,0
22022020,21B,71D,23,Oriente,Occidente,16:10:00,8,3,0,1,1,1,0,1,0,0,0
22022020,21B,71D,23,Oriente,Occidente,16:25:00,4,0,0,0,0,2,0,0,0,0,0
22022020,21B,71D,23,Oriente,Occidente,16:40:00,8,0,0,1,0,0,0,1,0,0,0
22022020,21B,71D,23,Oriente,Occidente,16:55:00,4,3,0,0,2,0,0,1,0,0,0
22022020,21B,71D,23,Oriente,Occidente,17:10:00,6,0,0,0,0,0,0,0,0,0,0
22022020,21B,71D,23,Oriente,Occidente,17:25:00,7,0,0,1,0,0,0,3,0,0,0
22022020,21B,71D,23,Oriente,Occidente,17:40:00,6,0,0,0,0,0,0,1,0,0,0
22022020,21B,71D,23,Oriente,Occidente,17:55:00,3,0,0,0,0,0,0,0,0,0,0
22022020,21B,71D,23,Occidente,Oriente,06:10:00,1,0,0,0,0,0,0,0,0,0,0
22022020,21B,71D,23,Occidente,Oriente,06:25:00,3,0,0,0,1,0,0,0,0,0,0
22022020,21B,71D,23,Occidente,Oriente,06:40:00,4,0,0,0,0,0,0,0,0,0,0
22022020,21B,71D,23,Occidente,Oriente,06:55:00,5,0,0,0,1,0,0,0,0,0,0
22022020,21B,71D,23,Occidente,Oriente,07:10:00,7,0,0,0,0,1,0,0,0,0,0
22022020,21B,71D,23,Occidente,Oriente,07:25:00,1,0,0,0,0,0,0,0,0,0,0
22022020,21B,71D,23,Occidente,Oriente,07:40:00,6,0,0,0,0,1,0,0,0,0,0
22022020,21B,71D,23,Occidente,Oriente,07:55:00,7,0,0,0,0,0,0,0,0,0,0
22022020,21B,71D,23,Occidente,Oriente,08:10:00,3,0,0,0,0,0,0,0,0,0,0
22022020,21B,71D,23,Occidente,Oriente,08:30:00,2,0,0,0,0,1,0,1,0,0,0
22022020,21B,71D,23,Occidente,Oriente,08:45:00,10,1,0,0,0,1,0,1,0,0,0
22022020,21B,71D,23,Occidente,Oriente,09:05:00,4,0,0,0,0,0,0,2,0,0,0
22022020,21B,71D,23,Occidente,Oriente,09:20:00,11,1,0,1,0,2,0,0,0,0,0
22022020,21B,71D,23,Occidente,Oriente,09:35:00,4,0,0,1,0,0,0,1,0,0,0
22022020,21B,71D,23,Occidente,Oriente,09:50:00,7,0,0,0,0,0,0,1,0,0,0
22022020,21B,71D,23,Occidente,Oriente,10:05:01,9,0,0,1,0,3,0,2,0,0,0
22022020,21B,71D,23,Occidente,Oriente,10:20:00,7,0,0,0,0,1,0,0,0,0,0
22022020,21B,71D,23,Occidente,Oriente,10:35:00,6,1,0,0,0,0,0,0,0,0,0
22022020,21B,71D,23,Occidente,Oriente,10:50:00,5,0,0,0,0,0,0,0,0,0,0
22022020,21B,71D,23,Occidente,Oriente,11:05:00,6,0,0,0,0,1,0,1,0,0,0
22022020,21B,71D,23,Occidente,Oriente,11:20:00,4,1,0,0,0,0,0,2,0,0,0
22022020,21B,71D,23,Occidente,Oriente,11:35:00,7,0,0,1,0,0,0,1,0,0,0
22022020,21B,71D,23,Occidente,Oriente,11:50:00,9,0,0,1,0,0,0,0,0,0,0
22022020,21B,71D,23,Occidente,Oriente,12:05:00,6,0,0,1,1,0,0,1,0,0,0
22022020,21B,71D,23,Occidente,Oriente,12:20:00,9,0,0,0,0,0,0,0,0,0,0
22022020,21B,71D,23,Occidente,Oriente,12:35:00,2,0,0,1,0,0,0,0,1,0,0
22022020,21B,71D,23,Occidente,Oriente,12:50:00,9,0,0,1,1,1,0,0,0,0,0
22022020,21B,71D,23,Occidente,Oriente,13:05:00,3,1,0,1,0,1,0,0,0,0,0
22022020,21B,71D,23,Occidente,Oriente,13:20:00,8,0,0,0,0,0,0,0,0,0,0
22022020,21B,71D,23,Occidente,Oriente,13:35:00,4,0,0,0,0,0,0,0,0,0,0
22022020,21B,71D,23,Occidente,Oriente,13:50:00,5,0,0,2,0,1,1,1,0,0,0
22022020,21B,71D,23,Occidente,Oriente,14:05:00,4,0,0,0,0,0,0,1,0,0,0
22022020,21B,71D,23,Occidente,Oriente,14:20:00,2,0,0,0,0,0,0,1,0,0,0
22022020,21B,71D,23,Occidente,Oriente,14:35:00,2,0,0,0,0,0,0,0,0,0,0
22022020,21B,71D,23,Occidente,Oriente,14:50:00,5,0,0,1,0,0,0,1,0,0,0
22022020,21B,71D,23,Occidente,Oriente,15:05:00,1,0,0,0,0,0,1,1,0,0,0
22022020,21B,71D,23,Occidente,Oriente,15:20:00,3,0,0,0,0,0,0,3,0,0,0
22022020,21B,71D,23,Occidente,Oriente,15:35:00,5,0,0,0,0,0,0,0,0,0,0
22022020,21B,71D,23,Occidente,Oriente,15:50:00,7,0,0,0,0,0,0,3,0,0,0
