13022020,CL127_Peatonal,AK9_Peatonal,acera,Occidente,Oriente,05:05:00,0,0,0,0,0,0,0,0,0,
13022020,CL127_Peatonal,AK9_Peatonal,acera,Occidente,Oriente,05:10:00,0,0,0,0,0,0,0,0,0,
13022020,CL127_Peatonal,AK9_Peatonal,acera,Occidente,Oriente,05:15:00,0,0,0,0,0,0,0,0,0,
13022020,CL127_Peatonal,AK9_Peatonal,acera,Occidente,Oriente,05:20:00,0,0,0,0,0,0,0,0,0,
13022020,CL127_Peatonal,AK9_Peatonal,acera,Occidente,Oriente,05:25:00,0,0,0,0,0,0,0,0,0,
13022020,CL127_Peatonal,AK9_Peatonal,acera,Occidente,Oriente,05:30:00,0,0,0,0,0,0,0,0,0,
13022020,CL127_Peatonal,AK9_Peatonal,acera,Occidente,Oriente,05:35:00,0,0,0,0,0,0,0,0,0,
13022020,CL127_Peatonal,AK9_Peatonal,acera,Occidente,Oriente,05:40:00,0,0,0,0,0,0,0,0,0,
13022020,CL127_Peatonal,AK9_Peatonal,acera,Occidente,Oriente,05:45:00,0,0,0,0,0,0,0,0,0,
13022020,CL127_Peatonal,AK9_Peatonal,acera,Occidente,Oriente,05:50:00,0,0,0,0,0,0,0,0,0,
13022020,CL127_Peatonal,AK9_Peatonal,acera,Occidente,Oriente,05:55:00,0,0,0,0,0,0,0,0,0,
13022020,CL127_Peatonal,AK9_Peatonal,acera,Occidente,Oriente,06:00:00,0,0,0,0,0,0,0,0,0,
13022020,CL127_Peatonal,AK9_Peatonal,acera,Occidente,Oriente,06:05:00,0,0,0,0,0,0,0,0,0,
13022020,CL127_Peatonal,AK9_Peatonal,acera,Occidente,Oriente,06:10:00,0,0,0,0,0,0,0,0,0,
13022020,CL127_Peatonal,AK9_Peatonal,acera,Occidente,Oriente,06:15:00,0,0,0,0,0,0,0,0,0,
13022020,CL127_Peatonal,AK9_Peatonal,acera,Occidente,Oriente,06:20:00,0,0,0,0,0,0,0,0,0,
13022020,CL127_Peatonal,AK9_Peatonal,acera,Occidente,Oriente,06:25:00,0,0,0,0,0,0,0,0,0,
13022020,CL127_Peatonal,AK9_Peatonal,acera,Occidente,Oriente,06:30:00,0,0,0,0,0,0,0,0,0,
13022020,CL127_Peatonal,AK9_Peatonal,acera,Occidente,Oriente,06:35:00,0,0,0,0,0,0,0,0,0,
13022020,CL127_Peatonal,AK9_Peatonal,acera,Occidente,Oriente,06:40:00,0,0,0,0,0,0,0,0,0,
13022020,CL127_Peatonal,AK9_Peatonal,acera,Occidente,Oriente,06:45:00,0,0,0,0,0,0,0,0,0,
13022020,CL127_Peatonal,AK9_Peatonal,acera,Occidente,Oriente,06:50:00,0,0,0,0,0,0,0,0,0,
13022020,CL127_Peatonal,AK9_Peatonal,acera,Occidente,Oriente,06:55:00,0,0,0,0,0,0,0,0,0,
13022020,CL127_Peatonal,AK9_Peatonal,acera,Occidente,Oriente,07:00:00,0,0,0,0,0,0,0,0,0,
13022020,CL127_Peatonal,AK9_Peatonal,acera,Occidente,Oriente,07:05:00,0,0,0,0,0,0,0,0,0,
13022020,CL127_Peatonal,AK9_Peatonal,acera,Occidente,Oriente,07:10:00,0,0,0,0,0,0,0,0,0,
13022020,CL127_Peatonal,AK9_Peatonal,acera,Occidente,Oriente,07:15:00,0,0,0,0,0,0,0,0,0,
13022020,CL127_Peatonal,AK9_Peatonal,acera,Occidente,Oriente,07:20:00,0,0,0,0,0,0,0,0,0,
13022020,CL127_Peatonal,AK9_Peatonal,acera,Occidente,Oriente,07:25:00,0,0,0,0,0,0,0,0,0,
13022020,CL127_Peatonal,AK9_Peatonal,acera,Occidente,Oriente,07:30:00,0,0,0,0,0,0,0,0,0,
13022020,CL127_Peatonal,AK9_Peatonal,acera,Occidente,Oriente,07:35:00,0,0,0,0,0,0,0,0,0,
13022020,CL127_Peatonal,AK9_Peatonal,acera,Occidente,Oriente,07:40:00,0,0,0,0,0,0,0,0,0,
13022020,CL127_Peatonal,AK9_Peatonal,acera,Occidente,Oriente,07:45:00,0,0,0,0,0,0,0,0,0,
13022020,CL127_Peatonal,AK9_Peatonal,acera,Occidente,Oriente,07:50:00,0,0,0,0,0,0,0,0,0,
13022020,CL127_Peatonal,AK9_Peatonal,acera,Occidente,Oriente,07:55:00,0,0,0,0,0,0,0,0,0,
13022020,CL127_Peatonal,AK9_Peatonal,acera,Occidente,Oriente,08:00:00,0,0,0,0,0,0,0,0,0,
13022020,CL127_Peatonal,AK9_Peatonal,acera,Occidente,Oriente,08:05:00,0,0,0,0,0,0,0,0,0,
13022020,CL127_Peatonal,AK9_Peatonal,acera,Occidente,Oriente,08:10:00,0,0,0,0,0,0,0,0,0,
13022020,CL127_Peatonal,AK9_Peatonal,acera,Occidente,Oriente,08:15:00,0,0,0,0,0,0,0,0,0,
13022020,CL127_Peatonal,AK9_Peatonal,acera,Occidente,Oriente,08:20:00,0,0,0,0,0,0,0,0,0,
13022020,CL127_Peatonal,AK9_Peatonal,acera,Occidente,Oriente,08:25:00,0,0,0,0,0,0,0,0,0,
13022020,CL127_Peatonal,AK9_Peatonal,acera,Occidente,Oriente,08:30:00,0,0,0,0,0,0,0,0,0,
13022020,CL127_Peatonal,AK9_Peatonal,acera,Occidente,Oriente,08:35:00,0,0,0,0,0,0,0,0,0,
