File_Name;Year;Month;Day;Start_Time;Duration;End_Time
CAM65_20200414170000_1.avi;2020;04;14;17:00:00;05;17:00:00
CAM65_20200414171500_2.avi;2020;04;14;17:15:00;05;17:15:00
CAM65_20200414172959_3.avi;2020;04;14;17:29:59;05;17:29:59
CAM65_20200414174459_4.avi;2020;04;14;17:44:59;05;17:44:59
CAM65_20200414175959_5.avi;2020;04;14;17:59:59;05;17:59:59
CAM65_20200414181458_6.avi;2020;04;14;18:14:58;05;18:14:58
CAM65_20200414182957_7.avi;2020;04;14;18:29:57;05;18:29:57
CAM65_20200414184457_8.avi;2020;04;14;18:44:57;05;18:44:57
CAM65_20200415110000_1.avi;2020;04;15;11:00:00;05;11:00:00
CAM65_20200415111500_2.avi;2020;04;15;11:15:00;05;11:15:00
CAM65_20200415112959_3.avi;2020;04;15;11:29:59;05;11:29:59
CAM65_20200415114459_4.avi;2020;04;15;11:44:59;05;11:44:59
CAM65_20200415115959_5.avi;2020;04;15;11:59:59;05;11:59:59
CAM65_20200415121458_6.avi;2020;04;15;12:14:58;05;12:14:58
CAM65_20200415122958_7.avi;2020;04;15;12:29:58;05;12:29:58
CAM65_20200415124457_8.avi;2020;04;15;12:44:57;05;12:44:57
CAM65_20200415125956_9.avi;2020;04;15;12:59:56;05;12:59:56
CAM65_20200415131456_10.avi;2020;04;15;13:14:56;05;13:14:56
CAM65_20200415132956_11.avi;2020;04;15;13:29:56;05;13:29:56
CAM65_20200415134455_12.avi;2020;04;15;13:44:55;05;13:44:55
