FECHA,Calle,Carrera,Movimiento ,Acceso,Salida,Periodo,Peaton,Particular,Taxi,Motociclista,Bus,Camion,Minivan,Ciclista,Tractomula,Scooter,Bicitaxi,
14042020,CENTENARIO,135,3,Occidente-W,,17:00:00,36,126,6,91,40,122,10,70,26,0,0
14042020,CENTENARIO,135,3,Occidente-W,,17:44:59,33,69,10,65,23,70,7,63,10,0,0
14042020,CENTENARIO,135,3,Occidente-W,,18:29:57,10,74,10,35,29,108,6,42,25,0,0
15042020,CENTENARIO,135,3,Occidente-W,,11:15:00,21,207,20,135,59,285,34,118,45,0,0
15042020,CENTENARIO,135,3,Occidente-W,,11:59:59,20,235,25,162,49,298,28,126,51,0,0
15042020,CENTENARIO,135,3,Occidente-W,,12:44:57,12,235,19,143,62,288,36,111,39,0,0
