FECHA,Calle,Carrera,Movimiento ,Acceso,Salida,Periodo,Peaton,Particular,Taxi,Motociclista,Bus,Camion,Minivan,Ciclista,Tractomula,Scooter,Bicitaxi,
22022020,12,71D,NE,Norte,,06:00:02,0,29,9,3,0,3,2,0,0,0,0
22022020,12,71D,NE,Norte,,07:00:02,0,32,9,11,0,4,0,1,0,0,0
22022020,12,71D,NE,Norte,,07:45:02,0,34,3,12,0,4,1,2,0,0,0
22022020,12,71D,NE,Norte,,08:30:02,0,49,10,9,0,4,3,1,0,0,0
22022020,12,71D,NE,Norte,,09:30:07,0,43,5,7,1,1,4,2,0,0,0
22022020,12,71D,NE,Norte,,10:15:00,0,75,9,7,0,4,1,2,0,0,0
22022020,12,71D,NE,Norte,,11:00:04,0,56,14,13,1,1,2,1,0,0,0
22022020,12,71D,NE,Norte,,11:45:01,0,70,12,12,1,0,2,0,0,0,0
22022020,12,71D,NE,Norte,,12:45:05,1,110,8,11,0,6,2,3,0,0,0
22022020,12,71D,NE,Norte,,13:30:03,0,96,11,14,0,5,2,2,0,0,0
22022020,12,71D,NE,Norte,,14:30:04,0,113,14,11,0,3,5,2,0,0,0
22022020,12,71D,NE,Norte,,15:45:02,0,99,15,14,2,0,2,3,0,0,0
22022020,12,71D,NE,Norte,,16:30:00,0,93,9,7,0,2,1,3,0,0,0
22022020,12,71D,NE,Norte,,17:30:06,0,65,16,5,0,0,0,1,0,0,0
22022020,12,71D,ES,Oriente,,06:30:00,0,69,7,10,1,1,0,3,0,0,0
22022020,12,71D,ES,Oriente,,07:15:02,0,54,7,7,0,2,0,4,0,0,0
22022020,12,71D,ES,Oriente,,08:00:03,0,44,2,5,0,0,2,0,0,0,0
22022020,12,71D,ES,Oriente,,08:45:03,2,45,7,5,0,1,1,3,0,0,0
22022020,12,71D,ES,Oriente,,09:45:01,1,55,7,4,0,1,2,3,0,0,0
22022020,12,71D,ES,Oriente,,10:30:01,1,66,8,11,0,0,0,4,0,0,0
22022020,12,71D,ES,Oriente,,11:15:01,0,52,5,6,0,0,1,5,0,0,0
22022020,12,71D,ES,Oriente,,12:15:01,1,51,15,12,0,0,0,12,0,0,0
22022020,12,71D,ES,Oriente,,13:00:00,0,46,8,10,0,2,0,16,0,0,0
22022020,12,71D,ES,Oriente,,14:00:02,2,55,9,6,0,0,0,10,0,0,0
