FECHA,Calle,Carrera,Movimiento ,Acceso,Salida,Periodo,Peaton,Particular,Taxi,Motociclista,Bus,Camion,Minivan,Ciclista,Tractomula,Scooter,Bicitaxi,
22022020,12,72,SNR,Sur,,06:00:00,2,121,23,67,12,5,14,0,1,0,0
22022020,12,72,SNR,Sur,,06:15:00,0,177,38,381,9,37,14,11,3,0,0
22022020,12,72,SNR,Sur,,06:30:00,2,168,23,478,14,24,20,12,4,0,0
22022020,12,72,SNR,Sur,,06:45:00,1,185,49,550,12,25,23,7,3,0,0
22022020,12,72,SNR,Sur,,07:00:00,2,215,52,521,17,22,21,8,1,0,0
22022020,12,72,SNR,Sur,,07:15:00,2,229,49,429,12,29,18,11,7,0,0
22022020,12,72,SNR,Sur,,07:30:00,1,235,46,516,7,25,17,21,9,0,0
22022020,12,72,SNR,Sur,,07:45:00,1,181,36,508,4,25,27,8,6,0,0
22022020,12,72,SNR,Sur,,08:00:00,2,133,25,417,2,18,16,7,5,0,0
22022020,12,72,SNR,Sur,,08:15:00,1,175,29,357,8,16,14,3,6,0,0
22022020,12,72,SNR,Sur,,08:30:00,0,141,17,296,4,22,6,5,3,0,0
22022020,12,72,SNR,Sur,,08:45:00,2,129,26,298,15,29,7,4,5,0,0
22022020,12,72,SNR,Sur,,09:00:00,0,154,29,271,7,19,17,7,2,0,0
22022020,12,72,SNR,Sur,,09:15:00,1,240,35,288,17,33,20,3,9,0,0
22022020,12,72,SNR,Sur,,09:30:00,0,223,41,253,15,31,17,6,3,0,0
22022020,12,72,SNR,Sur,,09:45:00,1,226,33,294,4,29,20,3,7,0,0
22022020,12,72,SNR,Sur,,10:00:00,0,246,41,236,10,33,29,4,7,0,0
22022020,12,72,SNR,Sur,,10:15:00,1,258,38,198,8,31,11,6,2,0,0
22022020,12,72,SNR,Sur,,10:30:00,1,249,38,187,2,25,17,4,5,0,0
22022020,12,72,SNR,Sur,,10:45:00,2,230,38,217,7,25,17,5,2,0,0
22022020,12,72,SNR,Sur,,11:00:00,1,256,42,194,5,26,20,5,7,0,0
22022020,12,72,SNR,Sur,,11:15:00,0,226,35,221,4,15,18,5,3,0,0
22022020,12,72,SNR,Sur,,11:30:00,0,247,31,214,11,20,16,7,5,0,0
22022020,12,72,SNR,Sur,,11:45:00,3,246,32,226,9,28,26,5,4,0,0
22022020,12,72,SNR,Sur,,12:00:00,2,217,51,208,7,23,21,6,4,0,0
22022020,12,72,SNR,Sur,,12:15:00,0,230,28,250,7,25,21,7,6,0,0
22022020,12,72,SNR,Sur,,12:30:00,0,229,31,233,9,22,21,6,3,0,0
22022020,12,72,SNR,Sur,,12:45:00,2,283,36,247,6,19,10,2,4,0,0
22022020,12,72,SNR,Sur,,13:00:00,0,251,39,222,5,19,22,6,7,0,0
