FECHA,Calle,Carrera,Movimiento ,Acceso,Salida,Periodo,Peaton,Particular,Taxi,Motociclista,Bus,Camion,Minivan,Ciclista,Tractomula,Scooter,Bicitaxi,
16042020,44 SUR,68,,Oriente-E,,06:00:00,23,29,14,35,80,15,1,49,1,0,0,
16042020,44 SUR,68,,Oriente-E,,06:15:00,30,33,10,62,89,15,12,45,1,0,0,
16042020,44 SUR,68,,Oriente-E,,06:29:59,70,42,15,58,80,13,10,43,0,0,0,
16042020,44 SUR,68,,Oriente-E,,06:44:59,60,53,19,38,87,18,3,43,3,0,0,
16042020,44 SUR,68,,Oriente-E,,06:59:58,37,65,17,36,100,17,12,39,1,0,0,
16042020,44 SUR,68,,Oriente-E,,07:14:58,27,80,17,31,94,14,6,32,4,0,0,
16042020,44 SUR,68,,Oriente-E,,07:29:58,29,83,23,32,95,24,13,36,0,0,0,
16042020,44 SUR,68,,Oriente-E,,07:44:58,19,80,39,39,88,27,10,23,1,0,0,
16042020,44 SUR,68,,Oriente-E,,11:00:00,44,27,43,23,56,30,7,8,1,0,0,
16042020,44 SUR,68,,Oriente-E,,11:15:00,64,41,27,31,59,31,12,21,2,0,0,
16042020,44 SUR,68,,Oriente-E,,11:30:00,58,48,22,35,49,26,13,30,0,0,0,
16042020,44 SUR,68,,Oriente-E,,11:45:00,48,37,27,44,54,13,8,39,2,0,0,
16042020,44 SUR,68,,Oriente-E,,11:59:58,40,33,29,44,44,28,7,15,0,0,0,
16042020,44 SUR,68,,Oriente-E,,12:14:58,46,49,39,25,56,20,6,17,1,0,0,
16042020,44 SUR,68,,Oriente-E,,12:29:58,62,62,47,22,52,32,24,16,0,0,0,
16042020,44 SUR,68,,Oriente-E,,12:44:57,64,57,43,27,64,35,4,20,1,0,0,
16042020,44 SUR,68,,Oriente-E,,12:59:56,48,60,48,25,58,29,11,15,1,0,0,
16042020,44 SUR,68,,Oriente-E,,13:14:56,43,54,35,33,53,29,14,12,1,0,0,
16042020,44 SUR,68,,Oriente-E,,13:29:55,55,50,37,18,63,26,11,17,0,0,0,
16042020,44 SUR,68,,Oriente-E,,13:44:55,62,44,32,30,52,35,10,19,0,0,0,
16042020,44 SUR,68,,Oriente-E,,17:00:00,36,41,23,53,48,19,7,30,0,0,0,
16042020,44 SUR,68,,Oriente-E,,17:15:00,24,52,13,51,30,15,8,22,2,0,0,
16042020,44 SUR,68,,Oriente-E,,17:29:59,33,44,11,58,45,10,7,37,0,0,0,
16042020,44 SUR,68,,Oriente-E,,17:44:58,27,36,23,74,54,9,10,46,2,0,0,
16042020,44 SUR,68,,Oriente-E,,17:59:58,45,41,12,40,50,12,2,12,1,0,0,
16042020,44 SUR,68,,Oriente-E,,18:14:58,31,24,8,33,28,7,1,4,2,0,0,
16042020,44 SUR,68,,Oriente-E,,18:29:57,27,19,3,25,28,2,2,2,0,0,0,
16042020,44 SUR,68,,Oriente-E,,18:44:57,18,19,6,22,23,3,0,1,3,0,0,
