FECHA,Calle,Carrera,Movimiento ,Acceso,Salida,Periodo,Peaton,Particular,Taxi,Motociclista,Bus,Camion,Minivan,Ciclista,Tractomula,Scooter,Bicitaxi,
22022020,15,72,SNR,Sur,,06:00:00,4,152,43,96,4,16,15,2,0,0,0
22022020,15,72,SNR,Sur,,06:20:00,5,164,19,179,4,19,11,0,1,0,0
22022020,15,72,SNR,Sur,,06:35:00,2,172,27,210,2,11,19,4,0,0,0
22022020,15,72,SNR,Sur,,06:50:00,3,208,33,217,1,14,8,2,0,0,0
22022020,15,72,SNR,Sur,,07:05:00,3,239,40,177,5,13,26,2,0,0,0
22022020,15,72,SNR,Sur,,07:25:00,5,226,38,217,3,22,12,1,0,0,0
22022020,15,72,SNR,Sur,,07:40:00,1,147,25,112,6,19,8,1,0,0,0
22022020,15,72,SNR,Sur,,07:55:00,1,91,28,63,2,12,16,1,0,0,0
22022020,15,72,SNR,Sur,,08:10:00,0,135,17,48,7,15,16,0,0,0,0
22022020,15,72,SNR,Sur,,08:25:00,2,64,23,51,4,8,7,0,0,0,0
22022020,15,72,SNR,Sur,,08:40:00,3,82,17,58,11,14,9,0,1,0,0
22022020,15,72,SNR,Sur,,08:55:00,0,105,22,44,6,9,8,1,0,0,0
22022020,15,72,SNR,Sur,,09:10:00,3,247,43,123,9,28,20,0,0,0,0
22022020,15,72,SNR,Sur,,09:25:00,5,246,41,130,4,17,14,1,0,0,0
22022020,15,72,SNR,Sur,,09:40:00,2,239,46,137,4,22,11,3,0,0,0
22022020,15,72,SNR,Sur,,09:55:00,0,268,41,99,6,11,24,1,1,0,0
22022020,15,72,SNR,Sur,,10:10:00,1,267,39,89,2,17,15,0,0,0,0
22022020,15,72,SNR,Sur,,10:30:00,0,228,49,64,3,14,15,0,0,0,0
22022020,15,72,SNR,Sur,,10:45:00,4,223,37,94,8,13,15,0,0,0,0
22022020,15,72,SNR,Sur,,11:00:00,0,277,36,102,1,12,11,1,0,0,0
22022020,15,72,SNR,Sur,,11:20:00,3,282,48,95,5,16,19,0,0,0,0
22022020,15,72,SNR,Sur,,11:35:00,0,249,31,108,9,18,10,2,0,0,0
22022020,15,72,SNR,Sur,,11:50:00,1,252,47,121,2,17,8,0,0,0,0
22022020,15,72,SNR,Sur,,12:05:00,1,261,41,94,7,16,14,1,0,0,0
