13022020,AC68,AK60,sentido unico,Oriente,,05:00:00,1,7,5,3,3,0,1,2,0,
13022020,AC68,AK60,sentido unico,Oriente,,05:15:00,0,20,3,11,4,0,4,0,0,
13022020,AC68,AK60,sentido unico,Oriente,,05:30:00,1,21,3,2,6,0,0,0,0,
13022020,AC68,AK60,sentido unico,Oriente,,05:45:00,0,24,8,9,6,0,1,7,0,
13022020,AC68,AK60,sentido unico,Oriente,,06:00:00,3,77,40,34,19,1,6,7,0,
13022020,AC68,AK60,sentido unico,Oriente,,06:15:00,5,148,60,83,21,5,11,16,0,
13022020,AC68,AK60,sentido unico,Oriente,,06:30:00,2,174,66,64,23,12,16,14,0,
13022020,AC68,AK60,sentido unico,Oriente,,06:45:00,3,187,48,83,13,8,16,15,0,
13022020,AC68,AK60,sentido unico,Oriente,,07:00:00,4,159,47,64,16,5,11,13,0,
13022020,AC68,AK60,sentido unico,Oriente,,07:15:00,2,175,43,70,23,6,11,5,0,
13022020,AC68,AK60,sentido unico,Oriente,,07:30:00,1,196,59,36,14,3,6,4,0,
13022020,AC68,AK60,sentido unico,Oriente,,07:45:00,0,178,35,39,10,2,5,0,0,
13022020,AC68,AK60,sentido unico,Oriente,,08:00:00,1,121,55,21,11,3,3,4,0,
13022020,AC68,AK60,sentido unico,Oriente,,08:15:00,0,152,51,34,13,7,11,6,0,
13022020,AC68,AK60,sentido unico,Oriente,,08:30:00,4,198,53,55,16,8,17,7,0,
13022020,AC68,AK60,sentido unico,Oriente,,08:45:00,3,182,55,61,26,20,38,10,0,
13022020,AC68,AK60,sentido unico,Oriente,,09:00:00,3,136,64,71,23,35,17,8,0,
13022020,AC68,AK60,sentido unico,Oriente,,09:15:00,8,107,74,84,18,18,16,11,2,
13022020,AC68,AK60,sentido unico,Oriente,,09:30:00,8,161,59,77,21,15,30,10,3,
13022020,AC68,AK60,sentido unico,Oriente,,09:45:00,7,221,79,72,22,22,22,11,1,
13022020,AC68,AK60,sentido unico,Oriente,,15:00:00,6,187,119,72,39,30,16,20,2,
13022020,AC68,AK60,sentido unico,Oriente,,15:15:00,15,194,87,102,39,23,34,28,2,
13022020,AC68,AK60,sentido unico,Oriente,,15:30:00,8,201,66,79,32,29,50,25,0,
13022020,AC68,AK60,sentido unico,Oriente,,15:45:00,6,199,110,85,30,29,43,22,1,
13022020,AC68,AK60,sentido unico,Oriente,,16:00:00,2,205,70,105,54,26,48,17,2,
13022020,AC68,AK60,sentido unico,Oriente,,16:15:00,7,192,67,120,32,29,47,28,3,
13022020,AC68,AK60,sentido unico,Oriente,,16:30:00,3,171,73,132,28,24,31,24,2,
13022020,AC68,AK60,sentido unico,Oriente,,16:45:00,1,244,75,90,18,26,17,16,0,
13022020,AC68,AK60,sentido unico,Oriente,,17:00:00,1,161,37,112,12,12,27,32,1,
13022020,AC68,AK60,sentido unico,Oriente,,17:15:00,6,130,20,169,13,10,15,33,0,
13022020,AC68,AK60,sentido unico,Oriente,,17:30:00,13,120,39,163,21,10,8,29,1,
13022020,AC68,AK60,sentido unico,Oriente,,17:45:00,8,109,35,186,22,23,6,29,0,
