FECHA,Calle,Carrera,Movimiento ,Acceso,Salida,Periodo,Peaton,Particular,Taxi,Motociclista,Bus,Camion,Minivan,Ciclista,Tractomula,Scooter,Bicitaxi,
14042020,72,AV CALI,2,Sur-S,,06:00:00,156,107,48,255,53,92,39,162,2,0,0
14042020,72,AV CALI,2,Sur-S,,06:44:59,171,98,49,224,44,111,34,137,1,0,0
14042020,72,AV CALI,2,Sur-S,,07:29:58,182,140,71,219,33,73,41,100,1,0,0
14042020,72,AV CALI,2,Sur-S,,17:15:00,219,149,112,309,32,72,40,113,5,0,0
14042020,72,AV CALI,2,Sur-S,,17:59:59,108,104,88,158,24,23,19,32,0,0,0
14042020,72,AV CALI,2,Sur-S,,18:45:00,111,76,82,166,18,66,19,77,0,0,0
15042020,72,AV CALI,2,Sur-S,,11:30:00,200,122,84,235,33,69,28,110,0,0,0
15042020,72,AV CALI,2,Sur-S,,12:14:58,216,130,83,211,43,78,29,77,1,0,0
15042020,72,AV CALI,2,Sur-S,,12:59:56,185,125,93,225,42,65,45,93,0,0,0
