"FECHA","Calle","Carrera","Descripcion","Mov","Origen","Destino","Periodo","Peaton","Particular","Taxi","Motociclista","Bus","Camion","Minivan","Ciclista","Tractomula"
13022020,"Ac116","AK9","sentido unico",3,"Occidente",,"05:00:00",0,25,4,3,2,2,1,5,0
13022020,"Ac116","AK9","sentido unico",3,"Occidente",,"05:15:00",1,55,5,12,8,5,0,11,0
13022020,"Ac116","AK9","sentido unico",3,"Occidente",,"05:30:00",2,111,13,9,1,2,8,16,0
13022020,"Ac116","AK9","sentido unico",3,"Occidente",,"05:45:00",5,177,17,35,10,5,6,14,0
13022020,"Ac116","AK9","sentido unico",3,"Occidente",,"06:00:00",2,190,27,29,8,5,2,6,1
13022020,"Ac116","AK9","sentido unico",3,"Occidente",,"06:15:00",0,202,38,35,6,4,9,12,0
13022020,"Ac116","AK9","sentido unico",3,"Occidente",,"06:30:00",2,154,41,45,4,3,11,32,0
13022020,"Ac116","AK9","sentido unico",3,"Occidente",,"06:45:00",6,156,47,44,10,3,11,29,0
13022020,"Ac116","AK9","sentido unico",3,"Occidente",,"07:00:00",6,181,42,69,9,3,0,22,0
13022020,"Ac116","AK9","sentido unico",3,"Occidente",,"07:15:00",13,204,57,66,5,3,3,11,0
13022020,"Ac116","AK9","sentido unico",3,"Occidente",,"07:30:00",22,171,46,91,7,1,3,42,0
13022020,"Ac116","AK9","sentido unico",3,"Occidente",,"07:45:00",25,197,54,85,3,5,1,41,0
13022020,"Ac116","AK9","sentido unico",3,"Occidente",,"08:00:00",23,190,71,89,6,4,0,29,0
13022020,"Ac116","AK9","sentido unico",3,"Occidente",,"08:15:00",18,168,66,84,6,3,1,25,0
13022020,"Ac116","AK9","sentido unico",3,"Occidente",,"08:30:00",12,187,67,63,7,7,1,25,0
13022020,"Ac116","AK9","sentido unico",3,"Occidente",,"08:45:00",9,200,62,61,6,5,1,13,0
13022020,"Ac116","AK9","sentido unico",3,"Occidente",,"09:00:00",16,160,61,57,3,7,1,16,0
