"FECHA","Calle","Carrera","Descripcion","Mov","Origen","Destino","Periodo","Peaton","Particular","Taxi","Motociclista","Bus","Camion","Minivan","Ciclista","Tractomula"
13022020,"Ac116","AK9","sentido unico",3,"Occidente",,"09:15:00",3,167,61,56,6,4,4,12,0
13022020,"Ac116","AK9","sentido unico",3,"Occidente",,"09:30:00",4,179,62,61,6,10,4,14,0
13022020,"Ac116","AK9","sentido unico",3,"Occidente",,"09:45:00",8,190,54,77,4,8,4,9,0
13022020,"Ac116","AK9","sentido unico",3,"Occidente",,"15:00:00",3,147,42,47,4,12,8,5,0
13022020,"Ac116","AK9","sentido unico",3,"Occidente",,"15:15:00",7,131,46,67,8,4,7,6,0
13022020,"Ac116","AK9","sentido unico",3,"Occidente",,"15:30:00",3,124,63,52,3,4,10,4,0
13022020,"Ac116","AK9","sentido unico",3,"Occidente",,"15:45:00",2,138,59,43,10,3,5,4,0
13022020,"Ac116","AK9","sentido unico",3,"Occidente",,"16:00:00",5,150,51,41,6,1,8,7,0
13022020,"Ac116","AK9","sentido unico",3,"Occidente",,"16:15:00",1,144,46,47,7,1,6,6,0
13022020,"Ac116","AK9","sentido unico",3,"Occidente",,"16:30:00",2,150,52,38,10,4,10,2,0
13022020,"Ac116","AK9","sentido unico",3,"Occidente",,"16:45:00",3,150,42,45,7,3,2,6,0
13022020,"Ac116","AK9","sentido unico",3,"Occidente",,"17:00:00",2,165,45,43,7,4,8,5,0
13022020,"Ac116","AK9","sentido unico",3,"Occidente",,"17:15:00",5,189,30,60,6,3,6,7,0
13022020,"Ac116","AK9","sentido unico",3,"Occidente",,"17:30:00",4,195,37,50,2,2,3,5,0
13022020,"Ac116","AK9","sentido unico",3,"Occidente",,"17:45:00",5,164,27,66,5,1,3,7,0
13022020,"Ac116","AK9","sentido unico",3,"Occidente",,"18:00:00",5,159,25,47,6,2,3,3,0
13022020,"Ac116","AK9","sentido unico",3,"Occidente",,"18:15:00",9,137,33,46,9,2,3,8,0
13022020,"Ac116","AK9","sentido unico",3,"Occidente",,"18:30:00",0,113,18,18,3,3,6,7,1
13022020,"Ac116","AK9","sentido unico",3,"Occidente",,"18:45:00",12,128,17,23,3,1,5,14,0
13022020,"Ac116","AK9","sentido unico",3,"Occidente",,"19:00:00",3,150,13,23,8,0,3,8,0
13022020,"Ac116","AK9","sentido unico",3,"Occidente",,"19:15:00",8,139,23,22,8,0,5,11,0
13022020,"Ac116","AK9","sentido unico",3,"Occidente",,"19:30:00",7,133,17,19,2,1,4,7,0
13022020,"Ac116","AK9","sentido unico",3,"Occidente",,"19:45:00",5,128,16,20,5,3,0,10,0
13022020,"AC116","AK9","otro",93,"Occidente",,"05:00:00",1,1,2,0,0,0,0,0,0
13022020,"AC116","AK9","otro",93,"Occidente",,"05:15:00",1,3,0,2,3,0,0,1,0
13022020,"AC116","AK9","otro",93,"Occidente",,"05:30:00",2,3,0,1,2,0,5,4,0
13022020,"AC116","AK9","otro",93,"Occidente",,"05:45:00",4,10,0,2,8,0,3,5,0
13022020,"AC116","AK9","otro",93,"Occidente",,"06:00:00",13,4,3,4,13,0,2,4,0
13022020,"AC116","AK9","otro",93,"Occidente",,"06:15:00",22,11,4,8,5,0,1,10,0
13022020,"AC116","AK9","otro",93,"Occidente",,"06:30:00",29,6,4,13,5,0,2,7,0
13022020,"AC116","AK9","otro",93,"Occidente",,"06:45:00",10,13,3,5,3,2,3,7,0
13022020,"AC116","AK9","otro",93,"Occidente",,"07:00:00",1,14,2,4,4,0,2,0,0
13022020,"AC116","AK9","otro",93,"Occidente",,"07:15:00",3,12,5,5,1,1,2,5,0
13022020,"AC116","AK9","otro",93,"Occidente",,"07:30:00",2,6,3,5,0,0,0,1,0
13022020,"AC116","AK9","otro",93,"Occidente",,"07:45:00",0,13,4,0,1,0,0,9,0
13022020,"AC116","AK9","otro",93,"Occidente",,"08:00:00",9,7,3,2,2,1,0,1,0
13022020,"AC116","AK9","otro",93,"Occidente",,"08:15:00",4,19,17,6,1,0,3,2,0
13022020,"AC116","AK9","otro",93,"Occidente",,"08:30:00",0,14,8,0,1,1,0,1,0
13022020,"AC116","AK9","otro",93,"Occidente",,"08:45:00",1,24,7,7,0,2,0,2,0
13022020,"AC116","AK9","otro",93,"Occidente",,"09:00:00",4,16,5,2,2,1,0,0,0
13022020,"AC116","AK9","otro",93,"Occidente",,"09:15:00",1,19,7,10,1,0,0,2,0
13022020,"AC116","AK9","otro",93,"Occidente",,"09:30:00",3,10,5,4,1,1,1,3,0
13022020,"AC116","AK9","otro",93,"Occidente",,"09:45:00",8,27,5,9,0,1,0,1,0
13022020,"AC116","AK9","otro",93,"Occidente",,"15:00:00",18,16,5,8,0,1,2,2,0
13022020,"AC116","AK9","otro",93,"Occidente",,"15:15:00",16,22,5,7,3,1,5,2,0
13022020,"AC116","AK9","otro",93,"Occidente",,"15:30:00",13,15,5,18,1,2,0,1,0
13022020,"AC116","AK9","otro",93,"Occidente",,"15:45:00",10,16,10,7,5,3,3,1,0
13022020,"AC116","AK9","otro",93,"Occidente",,"16:00:00",21,26,3,10,8,0,6,2,0
13022020,"AC116","AK9","otro",93,"Occidente",,"16:15:00",14,26,7,7,6,4,4,5,0
13022020,"AC116","AK9","otro",93,"Occidente",,"16:30:00",13,20,6,10,0,0,1,7,0
13022020,"AC116","AK9","otro",93,"Occidente",,"16:45:00",14,11,5,3,4,0,2,15,0
13022020,"AC116","AK9","otro",93,"Occidente",,"17:00:00",25,28,1,4,5,1,2,13,0
13022020,"AC116","AK9","otro",93,"Occidente",,"17:15:00",35,21,6,8,3,0,0,6,0
13022020,"AC116","AK9","otro",93,"Occidente",,"17:30:00",34,20,4,4,0,2,2,5,0
13022020,"AC116","AK9","otro",93,"Occidente",,"17:45:00",32,32,7,9,3,3,0,13,0
13022020,"AC116","AK9","otro",93,"Occidente",,"18:00:00",39,34,2,0,0,0,0,4,0
13022020,"AC116","AK9","otro",93,"Occidente",,"18:15:00",13,23,8,4,2,0,0,1,0
13022020,"AC116","AK9","otro",93,"Occidente",,"18:30:00",5,13,3,5,0,0,1,1,0
13022020,"AC116","AK9","otro",93,"Occidente",,"18:45:00",7,14,6,3,0,0,1,0,0
13022020,"AC116","AK9","otro",93,"Occidente",,"19:00:00",2,15,6,2,1,0,1,0,0
13022020,"AC116","AK9","otro",93,"Occidente",,"19:15:00",8,10,5,1,1,0,1,1,0
13022020,"AC116","AK9","otro",93,"Occidente",,"19:30:00",4,23,3,0,0,0,3,3,0
13022020,"AC116","AK9","otro",93,"Occidente",,"19:45:00",3,14,0,0,0,0,0,1,0
