FECHA,Calle,Carrera,Movimiento ,Acceso,Salida,Periodo,Peaton,Particular,Taxi,Motociclista,Bus,Camion,Minivan,Ciclista,Tractomula,Scooter,Bicitaxi,
22022020,15,72,SE,Sur,,06:00:00,1,7,4,3,2,0,0,1,0,0,0
22022020,15,72,SE,Sur,,06:15:00,4,22,9,9,0,1,2,2,0,0,0
22022020,15,72,SE,Sur,,06:30:00,1,24,7,13,1,1,1,5,0,0,0
22022020,15,72,SE,Sur,,06:45:00,8,26,9,11,0,1,0,4,0,0,0
22022020,15,72,SE,Sur,,07:00:00,9,37,2,15,0,0,2,2,0,0,0
22022020,15,72,SE,Sur,,07:15:00,8,41,6,19,0,5,2,0,0,0,0
22022020,15,72,SE,Sur,,07:30:00,3,39,9,10,2,1,2,2,0,0,0
22022020,15,72,SE,Sur,,07:45:00,7,27,8,16,2,0,0,3,0,0,0
22022020,15,72,SE,Sur,,08:00:00,8,20,1,15,1,1,0,1,0,0,0
22022020,15,72,SE,Sur,,08:15:00,4,29,6,13,0,1,1,0,0,0,0
22022020,15,72,SE,Sur,,08:35:00,6,17,4,10,1,3,1,1,0,0,0
22022020,15,72,SE,Sur,,08:50:00,11,22,3,8,0,0,2,3,0,0,0
22022020,15,72,SE,Sur,,09:05:00,12,29,4,10,0,0,1,2,0,0,0
22022020,15,72,SE,Sur,,09:20:00,16,35,9,8,0,0,0,0,0,0,0
22022020,15,72,SE,Sur,,09:35:00,11,33,6,15,0,1,0,1,0,0,0
22022020,15,72,SE,Sur,,09:50:00,7,33,7,7,0,1,1,3,0,0,0
22022020,15,72,SE,Sur,,10:05:00,13,30,6,13,0,2,2,0,0,0,0
22022020,15,72,SE,Sur,,10:20:00,13,30,5,4,0,0,0,2,0,0,0
22022020,15,72,SE,Sur,,10:35:00,15,27,7,13,0,4,0,0,0,0,0
22022020,15,72,SE,Sur,,10:50:00,24,36,6,13,0,2,2,3,0,0,0
22022020,15,72,SE,Sur,,11:05:00,14,33,5,3,0,1,1,0,0,0,0
22022020,15,72,SE,Sur,,11:20:00,16,28,9,11,0,1,0,2,0,0,0
22022020,15,72,SE,Sur,,11:35:00,22,32,7,7,0,1,1,4,0,0,0
